name,cloneof,description,year,manufacturer
grobda3,grobda,Grobda (Old Ver. set 2),1984,Namco
gaplus,,Gaplus (rev. D),1984,Namco
gaplusa,gaplus,Gaplus (alternate hardware),1984,Namco
gapluso,gaplus,Gaplus (rev. B),1984,Namco
galaga3,gaplus,Galaga 3 (rev. C),1984,Namco
galaga3m,gaplus,Galaga 3 (set 3),1984,Namco
galaga3a,gaplus,Galaga 3 (set 2),1984,Namco
liblrabl,,Libble Rabble,1983,Namco
toypop,,Toypop,1986,Namco
polepos,,Pole Position,1982,Namco
poleposa,polepos,Pole Position (Atari version 2),1982,Namco (Atari license)
polepos1,polepos,Pole Position (Atari version 1),1982,[Namco] (Atari license)
topracer,polepos,Top Racer,1982,bootleg
polepos2,,Pole Position II,1983,Namco
poleps2a,polepos2,Pole Position II (Atari),1983,Namco (Atari license)
poleps2b,polepos2,Pole Position II (bootleg),1983,bootleg
pacland,,Pac-Land (set 1),1984,Namco
pacland2,pacland,Pac-Land (set 2),1984,Namco
pacland3,pacland,Pac-Land (set 3),1984,Namco
paclandm,pacland,Pac-Land (Midway),1984,[Namco] (Bally Midway license)
drgnbstr,,Dragon Buster,1984,Namco
skykid,,Sky Kid (New Ver.),1985,Namco
skykido,skykid,Sky Kid (Old Ver.),1985,Namco
skykidd,skykid,Sky Kid (60A1 Ver.),1985,Namco
baraduke,,Baraduke (set 1),1985,Namco
baraduka,baraduke,Baraduke (set 2),1985,Namco
metrocrs,,Metro-Cross (set 1),1985,Namco
metrocra,metrocrs,Metro-Cross (set 2),1985,Namco
hopmappy,,Hopping Mappy,1986,Namco
skykiddx,,Sky Kid Deluxe (set 1),1986,Namco
skykiddo,skykiddx,Sky Kid Deluxe (set 2),1986,Namco
roishtar,,The Return of Ishtar,1986,Namco
genpeitd,,Genpei ToumaDen,1986,Namco
rthunder,,Rolling Thunder (new version),1986,Namco
rthundro,rthunder,Rolling Thunder (old version),1986,Namco
wndrmomo,,Wonder Momo,1987,Namco
tceptor,,Thunder Ceptor,1986,Namco
tceptor2,tceptor,Thunder Ceptor II,1986,Namco
shadowld,,Shadow Land,1987,Namco
youkaidk,shadowld,Yokai Douchuuki (Japan new version),1987,Namco
yokaidko,shadowld,Yokai Douchuuki (Japan old version),1987,Namco
dspirit,,Dragon Spirit (new version),1987,Namco
dspirito,dspirit,Dragon Spirit (old version),1987,Namco
blazer,,Blazer (Japan),1987,Namco
quester,,Quester (Japan),1987,Namco
pacmania,,Pac-Mania,1987,Namco
pacmanij,pacmania,Pac-Mania (Japan),1987,Namco
galaga88,,Galaga '88 (set 1),1987,Namco
galag88b,galaga88,Galaga '88 (set 2),1987,Namco
galag88j,galaga88,Galaga '88 (Japan),1987,Namco
ws,,World Stadium (Japan),1988,Namco
berabohm,,Beraboh Man (Japan version C),1988,Namco
beraboho,berabohm,Beraboh Man (Japan version B),1988,Namco
mmaze,,Marchen Maze (Japan),1988,Namco
bakutotu,,Bakutotsu Kijuutei,1988,Namco
wldcourt,,World Court (Japan),1988,Namco
splatter,,Splatter House (Japan),1988,Namco
faceoff,,Face Off (Japan),1988,Namco
rompers,,Rompers (Japan),1989,Namco
romperso,rompers,Rompers (Japan old version),1989,Namco
blastoff,,Blast Off (Japan),1989,Namco
ws89,ws,World Stadium '89 (Japan),1989,Namco
dangseed,,Dangerous Seed (Japan),1989,Namco
ws90,ws,World Stadium '90 (Japan),1990,Namco
pistoldm,,Pistol Daimyo no Bouken (Japan),1990,Namco
boxyboy,,Boxy Boy (US),1990,Namco
soukobdx,boxyboy,Souko Ban Deluxe (Japan),1990,Namco
puzlclub,,Puzzle Club (Japan prototype),1990,Namco
tankfrce,,Tank Force (US),1991,Namco
tankfrcj,tankfrce,Tank Force (Japan),1991,Namco
finallap,,Final Lap (Rev E),1987,Namco
finalapd,finallap,Final Lap (Rev D),1987,Namco
finalapc,finallap,Final Lap (Rev C),1987,Namco
finlapjc,finallap,Final Lap (Japan - Rev C),1987,Namco
finlapjb,finallap,Final Lap (Japan - Rev B),1987,Namco
assault,,Assault,1988,Namco
assaultj,assault,Assault (Japan),1988,Namco
assaultp,assault,Assault Plus (Japan),1988,Namco
metlhawk,,Metal Hawk (Japan),1988,Namco
ordyne,,Ordyne (Japan),1988,Namco
mirninja,,Mirai Ninja (Japan),1988,Namco
phelios,,Phelios (Japan),1988,Namco
dirtfoxj,,Dirt Fox (Japan),1989,Namco
fourtrax,,Four Trax,1989,Namco
valkyrie,,Valkyrie No Densetsu (Japan),1989,Namco
finehour,,Finest Hour (Japan),1989,Namco
burnforc,,Burning Force (Japan),1989,Namco
marvland,,Marvel Land (US),1989,Namco
marvlanj,marvland,Marvel Land (Japan),1989,Namco
kyukaidk,,Kyuukai Douchuuki (Japan new version),1990,Namco
kyukaido,kyukaidk,Kyuukai Douchuuki (Japan old version),1990,Namco
dsaber,,Dragon Saber,1990,Namco
dsaberj,dsaber,Dragon Saber (Japan),1990,Namco
finalap2,,Final Lap 2,1990,Namco
finalp2j,finalap2,Final Lap 2 (Japan),1990,Namco
gollygho,,Golly! Ghost!,1990,Namco
rthun2,,Rolling Thunder 2,1990,Namco
rthun2j,rthun2,Rolling Thunder 2 (Japan),1990,Namco
sgunner,,Steel Gunner,1990,Namco
sgunner2,,Steel Gunner 2 (US),1991,Namco
sgunnr2j,sgunner2,Steel Gunner 2 (Japan),1991,Namco
cosmogng,,Cosmo Gang the Video (US),1991,Namco
cosmognj,cosmogng,Cosmo Gang the Video (Japan),1991,Namco
finalap3,,Final Lap 3 (Japan set 1),1992,Namco
finalp3a,finalap3,Final Lap 3 (World),1992,Namco
luckywld,,Lucky and Wild,1992,Namco
suzuka8h,,Suzuka 8 Hours (World[Q]),1992,Namco
suzuk8hj,suzuka8h,Suzuka 8 Hours (Japan),1992,Namco
sws92,,Super World Stadium '92 (Japan),1992,Namco
sws92g,sws92,Super World Stadium '92 Gekitouban (Japan),1992,Namco
suzuk8h2,,Suzuka 8 Hours 2 (Japan),1993,Namco
sws93,,Super World Stadium '93 (Japan),1993,Namco
bkrtmaq,,Bakuretsu Quiz Ma-Q Dai Bouken (Japan),1992,Namco
cgangpzl,,Cosmo Gang the Puzzle (US),1992,Namco
cgangpzj,cgangpzl,Cosmo Gang the Puzzle (Japan),1992,Namco
exvania,,Exvania (Japan),1992,Namco
fghtatck,,Fighter and Attacker (US),1992,Namco
fa,fghtatck,F-A (Japan),1992,Namco
knckhead,,Knuckle Heads (World),1992,Namco
knckhedj,knckhead,Knuckle Heads (Japan),1992,Namco
swcourt,,Super World Court (Japan),1992,Namco
emeralda,,Emeraldia (Japan Version B),1993,Namco
emerldaa,emeralda,Emeraldia (Japan),1993,Namco
numanath,,Numan Athletics (World),1993,Namco
numanatj,numanath,Numan Athletics (Japan),1993,Namco
quiztou,,Nettou! Gekitou! Quiztou!! (Japan),1993,Namco
tinklpit,,Tinkle Pit (Japan),1993,Namco
xday2,,X-Day 2 (Japan),1995,Namco
nebulray,,Nebulas Ray (World),1994,Namco
nebulryj,nebulray,Nebulas Ray (Japan),1994,Namco
ptblank,,Point Blank,1994,Namco
gunbulet,ptblank,Gun Bullet (Japan),1994,Namco
gslgr94u,,Great Sluggers '94,1994,Namco
sws95,,Super World Stadium '95 (Japan),1995,Namco
sws96,,Super World Stadium '96 (Japan),1996,Namco
sws97,,Super World Stadium '97 (Japan),1997,Namco
vshoot,,J-League Soccer V-Shoot,1994,Namco
outfxies,,Outfoxies,1994,Namco
outfxesj,outfxies,Outfoxies (Japan),1994,Namco
machbrkr,,Mach Breakers (Japan),1995,Namco
ncv1,,Namco Classics Collection Vol.1,1995,Namco
ncv1j,ncv1,Namco Classics Collection Vol.1 (Japan set 1),1995,Namco
ncv1j2,ncv1,Namco Classics Collection Vol.1 (Japan set 2),1995,Namco
ncv2,,Namco Classics Collection Vol.2,1996,Namco
ncv2j,ncv2,Namco Classics Collection Vol.2 (Japan),1996,Namco
winrun91,,Winning Run 91,1991,Namco
solvalou,,Solvalou (Japan),1991,Namco
starblad,,Starblade,1991,Namco
aircombj,,Air Combat (Japan),1992,Namco
aircombu,aircombj,Air Combat (US),1992,Namco
cybsled,,Cyber Sled,1993,Namco
alpinerd,,Alpine Racer (Rev. AR2 Ver.D),1995,Namco
alpinerc,alpinerd,Alpine Racer (Rev. AR2 Ver.C),1995,Namco
raveracw,,"Rave Racer (Rev. RV2, World)",1995,Namco
ridgeraj,,"Ridge Racer (Rev. RR1, Japan)",1993,Namco
ridger2j,,"Ridge Racer 2 (Rev. RRS1, Japan)",1994,Namco
acedrvrw,,"Ace Driver (Rev. AD2, World)",1994,Namco
victlapw,,"Ace Driver - Victory Lap (Rev. ADV2, World)",1996,Namco
cybrcomm,,"Cyber Commando (Rev. CY1, Japan)",1995,Namco
airco22b,,Air Combat 22 (Rev. ACS1 Ver.B),1995,Namco
cybrcycc,,Cyber Cycles (Rev. CB2 Ver.C),1995,Namco
timecrsa,,Time Crisis (Rev. TS2 Ver.A),1995,Namco
propcycl,,Prop Cycle (Rev PR2 Ver.A),1996,Namco
cosmicg,,Cosmic Guerilla,1979,Universal
cosmica,,Cosmic Alien,1979,Universal
cosmica2,cosmica,Cosmic Alien (older),1979,Universal
panic,,Space Panic (version E),1980,Universal
panic2,panic,Space Panic (set 2),1980,Universal
panic3,panic,Space Panic (set 3),1980,Universal
panich,panic,Space Panic (harder),1980,Universal
panicger,panic,Space Panic (German),1980,Universal (ADP Automaten license)
zerohour,,Zero Hour,1980,Universal
redclash,,Red Clash,1981,Tehkan
redclask,redclash,Red Clash (Kaneko),1981,Kaneko
magspot,,Magical Spot,1980,Universal
magspot2,,Magical Spot II,1980,Universal
devzone,,Devil Zone,1980,Universal
devzone2,devzone,Devil Zone (easier),1980,Universal
nomnlnd,,No Man's Land,1980,Universal
nomnlndg,nomnlnd,No Man's Land (Gottlieb),1980,Universal (Gottlieb license)
cheekyms,,Cheeky Mouse,1980,Universal
ladybug,,Lady Bug,1981,Universal
ladybugb,ladybug,Lady Bug (bootleg),1981,bootleg
snapjack,,Snap Jack,1982,Universal
cavenger,,Cosmic Avenger,1981,Universal
dorodon,,Dorodon (set 1),1982,Falcon
dorodon2,dorodon,Dorodon (set 2),1982,Falcon
sraider,,Space Raider,1982,Universal
mrsdyna,,Mrs. Dynamite,1982,Universal
mrdo,,Mr. Do!,1982,Universal
mrdoy,mrdo,Mr. Do! (prototype),1982,Universal
mrdot,mrdo,Mr. Do! (Taito),1982,Universal (Taito license)
mrdofix,mrdo,Mr. Do! (bugfixed),1982,Universal (Taito license)
mrlo,mrdo,Mr. Lo!,1982,bootleg
mrdu,mrdo,Mr. Du!,1982,bootleg
yankeedo,mrdo,Yankee DO!,1982,hack
docastle,,Mr. Do's Castle (set 1),1983,Universal
docastl2,docastle,Mr. Do's Castle (set 2),1983,Universal
docastlo,docastle,Mr. Do's Castle (older),1983,Universal
douni,docastle,Mr. Do vs. Unicorns,1983,Universal
dorunrun,,Do! Run Run (set 1),1984,Universal
dorunru2,dorunrun,Do! Run Run (set 2),1984,Universal
dorunruc,dorunrun,Do! Run Run (Do's Castle hardware),1984,Universal
spiero,dorunrun,Super Pierrot (Japan),1987,Universal
dowild,,Mr. Do's Wild Ride,1984,Universal
jjack,,Jumping Jack,1984,Universal
kickridr,,Kick Rider,1984,Universal
idsoccer,,Indoor Soccer,1985,Universal
spacefev,,Space Fever (New Ver),1979,Nintendo
spacefevo,spacefev,Space Fever (Old Ver),1979,Nintendo
highsplt,,Space Fever High Splitter (set 1),1979,Nintendo
highspla,highsplt,Space Fever High Splitter (set 2),1979,Nintendo
spacelnc,,Space Launcher,1979,Nintendo
sheriff,,Sheriff,1979,Nintendo
bandido,sheriff,Bandido,1980,Exidy
helifire,,HeliFire (set 1),1980,Nintendo
helifira,helifire,HeliFire (set 2),1980,Nintendo
radarscp,,Radar Scope,1980,Nintendo
dkong,,Donkey Kong (US set 1),1981,Nintendo of America
dkongpe,dkong,Donkey Kong - Pauline Edition,2013,hack
dkongo,dkong,Donkey Kong (US set 2),1981,Nintendo
dkongjp,dkong,Donkey Kong (Japan set 1),1981,Nintendo
dkongjo,dkong,Donkey Kong (Japan set 2),1981,Nintendo
dkongjo1,dkong,Donkey Kong (Japan set 3) (bad dump[Q]),1981,Nintendo
dkongx,dkong,Donkey Kong II - Jumpman Returns (Hack),2008,bootleg
dkrdemo,dkong,Donkey Kong Remix,2015,bootleg
dkongjr,,Donkey Kong Junior (US),1982,Nintendo of America
dkongjrj,dkongjr,Donkey Kong Jr. (Japan),1982,Nintendo
dkngjnrj,dkongjr,Donkey Kong Junior (Japan[Q]),1982,Nintendo
dkongjrb,dkongjr,Donkey Kong Jr. (bootleg),1982,bootleg
dkngjnrb,dkongjr,Donkey Kong Junior (bootleg[Q]),1982,Nintendo of America
dkong3,,Donkey Kong 3 (US),1983,Nintendo of America
dkong3j,dkong3,Donkey Kong 3 (Japan),1983,Nintendo
dkong3b,dkong3,Donkey Kong 3 (bootleg on Donkey Kong Jr. hardware),1984,bootleg
mario,,Mario Bros. (US),1983,Nintendo of America
mariojp,mario,Mario Bros. (Japan),1983,Nintendo
masao,mario,Masao,1983,bootleg
pestplce,mario,Pest Place,1983,bootleg
spclforc,,Special Forces,1985,Senko Industries (Magic Eletronics Inc. licence)
spcfrcii,,Special Forces II,1985,Senko Industries (Magic Eletronics Inc. licence)
8ballact,,Eight Ball Action (DK conversion),1984,Seatongrove Ltd (Magic Eletronics USA licence)
8ballat2,8ballact,Eight Ball Action (DKJr conversion),1984,Seatongrove Ltd (Magic Eletronics USA licence)
shootgal,,Shooting Gallery,1984,Seatongrove Ltd (Zaccaria licence)
drakton,,Drakton,198?,Epos Corporation
strtheat,,Street Heat - Cardinal Amusements,1985,Epos Corporation
hunchbkd,hunchbak,Hunchback (DK conversion),1983,Century Electronics
sbdk,superbik,Super Bike (DK conversion),1984,Century Electronics
herbiedk,huncholy,Herbie at the Olympics (DK conversion),1984,CVS
herodk,hero,Hero in the Castle of Doom (DK conversion),1984,Seatongrove Ltd (Crown license)
herodku,hero,Hero in the Castle of Doom (DK conversion not encrypted),1984,Seatongrove Ltd (Crown license)
skyskipr,,Sky Skipper,1981,Nintendo
popeye,,Popeye (revision D),1982,Nintendo
popeyeu,popeye,Popeye (revision D not protected),1982,Nintendo
popeyef,popeye,Popeye (revision F),1982,Nintendo
popeyebl,popeye,Popeye (bootleg),1982,bootleg
punchout,,Punch-Out!!,1984,Nintendo
spnchout,,Super Punch-Out!!,1984,Nintendo
spnchotj,spnchout,Super Punch-Out!! (Japan),1984,Nintendo
armwrest,,Arm Wrestling,1985,Nintendo
pc_tenis,,PlayChoice-10 - Tennis,1983,Nintendo
pc_mario,,PlayChoice-10 - Mario Bros.,1983,Nintendo
pc_bball,,PlayChoice-10 - Baseball,1984,Nintendo of America
pc_bfght,,PlayChoice-10 - Balloon Fight,1984,Nintendo
pc_ebike,,PlayChoice-10 - Excite Bike,1984,Nintendo
pc_golf,,PlayChoice-10 - Golf,1984,Nintendo
pc_kngfu,,PlayChoice-10 - Kung Fu,1984,Irem (Nintendo license)
pc_1942,,PlayChoice-10 - 1942,1987,Capcom
pc_smb,,PlayChoice-10 - Super Mario Bros.,1985,Nintendo
pc_vball,,PlayChoice-10 - Volley Ball,1986,Nintendo
pc_duckh,,PlayChoice-10 - Duck Hunt,1984,Nintendo
pc_hgaly,,PlayChoice-10 - Hogan's Alley,1984,Nintendo
pc_wgnmn,,PlayChoice-10 - Wild Gunman,1984,Nintendo
pc_grdus,,PlayChoice-10 - Gradius,1986,Konami
pc_grdue,pc_grdus,PlayChoice-10 - Gradius (older),1986,Konami
pc_tkfld,,PlayChoice-10 - Track and Field,1987,Konami (Nintendo of America license)
pc_pwrst,,PlayChoice-10 - Pro Wrestling,1986,Nintendo
pc_trjan,,PlayChoice-10 - Trojan,1986,Capcom USA (Nintendo of America license)
pc_cvnia,,PlayChoice-10 - Castlevania,1987,Konami (Nintendo of America license)
pc_dbldr,,PlayChoice-10 - Double Dribble,1987,Konami (Nintendo of America license)
pc_rnatk,,PlayChoice-10 - Rush N' Attack,1987,Konami (Nintendo of America license)
pc_rygar,,PlayChoice-10 - Rygar,1987,Tecmo (Nintendo of America license)
pc_cntra,,PlayChoice-10 - Contra,1988,Konami (Nintendo of America license)
pc_goons,,PlayChoice-10 - The Goonies,1986,Konami
pc_mtoid,,PlayChoice-10 - Metroid,1986,Nintendo
pc_radrc,,PlayChoice-10 - Rad Racer,1987,Square
pc_miket,,PlayChoice-10 - Mike Tyson's Punchout,1987,Nintendo
pc_rcpam,,PlayChoice-10 - RC Pro Am,1987,Rare
pc_ngaid,,PlayChoice-10 - Ninja Gaiden,1989,Tecmo (Nintendo of America license)
pc_tmnt,,PlayChoice-10 - Teenage Mutant Ninja Turtles,1989,Konami (Nintendo of America license)
pc_ftqst,,PlayChoice-10 - Uncle Fester's Quest - The Addams Family,1989,Sunsoft (Nintendo of America license)
pc_bstar,,PlayChoice-10 - Baseball Stars,1989,SNK (Nintendo of America license)
pc_tbowl,,PlayChoice-10 - Tecmo Bowl,1989,Tecmo (Nintendo of America license)
pc_drmro,,PlayChoice-10 - Dr. Mario,1990,Nintendo
pc_ynoid,,PlayChoice-10 - Yo! Noid,1990,Capcom USA (Nintendo of America license)
pc_rrngr,,PlayChoice-10 - Chip'n Dale - Rescue Rangers,1987,Capcom USA (Nintendo of America license)
pc_ddrgn,,PlayChoice-10 - Double Dragon,1988,Technos
pc_gntlt,,PlayChoice-10 - Gauntlet,1985,Atari/Tengen (Nintendo of America license)
pc_smb2,,PlayChoice-10 - Super Mario Bros. 2,1988,Nintendo
pc_smb3,,PlayChoice-10 - Super Mario Bros. 3,1988,Nintendo
pc_mman3,,PlayChoice-10 - Mega Man 3,1990,Capcom USA (Nintendo of America license)
pc_radr2,,PlayChoice-10 - Rad Racer II,1990,Square (Nintendo of America license)
pc_suprc,,PlayChoice-10 - Super C,1990,Konami (Nintendo of America license)
pc_tmnt2,,PlayChoice-10 - Teenage Mutant Ninja Turtles II,1990,Konami (Nintendo of America license)
pc_wcup,,PlayChoice-10 - Nintendo World Cup,1990,Technos (Nintendo license)
pc_ngai2,,PlayChoice-10 - Ninja Gaiden 2,1990,Tecmo (Nintendo of America license)
pc_ngai3,,PlayChoice-10 - Ninja Gaiden 3,1991,Tecmo (Nintendo of America license)
pc_pwbld,,PlayChoice-10 - Power Blade,1991,Taito (Nintendo of America license)
pc_rkats,,PlayChoice-10 - Rockin' Kats,1991,Atlus (Nintendo of America license)
pc_pinbt,,PlayChoice-10 - PinBot,1988,Rare (Nintendo of America license)
pc_cshwk,,PlayChoice-10 - Captain Sky Hawk,1989,Rare (Nintendo of America license)
pc_sjetm,,PlayChoice-10 - Solar Jetman,1990,Rare
pc_moglf,,PlayChoice-10 - Mario's Open Golf,1991,Nintendo
btlecity,,Vs. Battle City,1985,Namco
starlstr,,Vs. Star Luster,1985,Namco
cstlevna,,Vs. Castlevania,1987,Konami
cluclu,,Vs. Clu Clu Land,1984,Nintendo
drmario,,Vs. Dr. Mario,1990,Nintendo
duckhunt,,Vs. Duck Hunt,1985,Nintendo
excitebk,,Vs. Excitebike,1984,Nintendo
excitbkj,excitebk,Vs. Excitebike (Japan),1984,Nintendo
goonies,,Vs. The Goonies,1986,Konami
hogalley,,Vs. Hogan's Alley,1985,Nintendo
iceclimb,,Vs. Ice Climber,1984,Nintendo
iceclmbj,iceclimb,Vs. Ice Climber (Japan),1984,Nintendo
ladygolf,,Vs. Stroke and Match Golf (Ladies Version),1984,Nintendo
machridr,,Vs. Mach Rider (Endurance Course Version),1985,Nintendo
machridj,machridr,"Vs. Mach Rider (Japan, Fighting Course Version)",1985,Nintendo
rbibb,,Vs. Atari R.B.I. Baseball (set 1),1986,Namco
rbibba,rbibb,Vs. Atari R.B.I. Baseball (set 2),1986,Namco
suprmrio,,Vs. Super Mario Bros.,1986,Nintendo
vsskykid,,Vs. Super SkyKid,1985,Namco
tkoboxng,,Vs. TKO Boxing,1987,Namco LTD.
smgolf,,Vs. Stroke and Match Golf (Men Version),1984,Nintendo
smgolfj,smgolf,Vs. Stroke and Match Golf (Men Version) (Japan),1984,Nintendo
vspinbal,,Vs. Pinball,1984,Nintendo
vspinblj,vspinbal,Vs. Pinball (Japan),1984,Nintendo
vsslalom,,Vs. Slalom,1986,Rare LTD.
vssoccer,,Vs. Soccer,1985,Nintendo
vsgradus,,Vs. Gradius,1986,Konami
platoon,,Vs. Platoon,1987,Ocean Software Limited
vstetris,,Vs. Tetris,1987,Academysoft-Elory
mightybj,,Vs. Mighty Bomb Jack (Japan),1986,Tecmo
jajamaru,,Vs. Ninja Jajamaru Kun (Japan),1985,Jaleco
topgun,,Vs. Top Gun,1987,Konami
bnglngby,,Vs. Raid on Bungeling Bay (Japan),1985,Nintendo / Broderbund Software Inc.
vstennis,,Vs. Tennis,1984,Nintendo
wrecking,,Vs. Wrecking Crew,1984,Nintendo
balonfgt,,Vs. Balloon Fight,1984,Nintendo
vsmahjng,,Vs. Mahjang (Japan),1984,Nintendo
vsbball,,Vs. BaseBall,1984,Nintendo of America
vsbballj,vsbball,Vs. BaseBall (Japan set 1),1984,Nintendo of America
vsbbalja,vsbball,Vs. BaseBall (Japan set 2),1984,Nintendo of America
iceclmrj,,Vs. Ice Climber Dual (Japan),1984,Nintendo
vsgshoe,,Vs. Gumshoe,1986,Nintendo
supxevs,,Vs. Super Xevious,1986,Namco
vsfdf,,Vs. Freedom Force,1988,Konami
smgolfb,smgolf,Vs. Stroke and Match Golf (Men set 2),1985,Nintendo
vsbbaljb,vsbball,Vs. BaseBall (Japan set 3),1984,Nintendo of America
nss_ssoc,,Nintendo Super System - Super Soccer,1992,Human Inc.
nss_actr,,Nintendo Super System - Act Raiser,1992,Enix
nss_con3,,Nintendo Super System - Contra 3 - The Alien Wars,1992,Konami
nss_adam,,Nintendo Super System - The Addams Family,1992,Ocean
nss_aten,,Nintendo Super System - David Crane's Amazing Tennis,1992,Absolute Entertainment Inc.
nss_rob3,,Nintendo Super System - Robocop 3,1992,Ocean
nss_ncaa,,Nintendo Super System - NCAA Basketball,1992,Sculptured Software Inc.
nss_skin,,Nintendo Super System - Skins Game,1992,Irem
nss_lwep,,Nintendo Super System - Lethal Weapon,1992,Ocean
nss_smw,,Nintendo Super System - Super Mario World,199?,Nintendo
nss_fzer,,Nintendo Super System - F-Zero,199?,Nintendo
nss_sten,,Nintendo Super System - Super Tennis,199?,Nintendo
seawolf,,Sea Wolf,1976,Midway
gunfight,,Gun Fight,1975,Midway
tornbase,,Tornado Baseball,1976,Midway
280zzzap,,Datsun 280 Zzzap,1976,Midway
maze,,Amazing Maze,1976,Midway
boothill,,Boot Hill,1977,Midway
checkmat,,Checkmate,1977,Midway
desertgu,,Desert Gun,1977,Midway
dplay,einnings,Double Play,1977,Midway
lagunar,,Laguna Racer,1977,Midway
gmissile,,Guided Missile,1977,Midway
m4,,M-4,1977,Midway
clowns,,Clowns (rev. 2),1978,Midway
clowns1,clowns,Clowns (rev. 1),1978,Midway
einnings,,Extra Inning,1978,Midway
shuffle,,Shuffleboard,1978,Midway
dogpatch,,Dog Patch,1977,Midway
spcenctr,,Space Encounters,1980,Midway
phantom2,,Phantom II,1979,Midway
bowler,,4 Player Bowling Alley,1978,Midway
invaders,,Space Invaders,1978,Midway
blueshrk,,Blue Shark,1978,Midway
invad2ct,,"Space Invaders II (Midway, cocktail)",1980,Midway
invadpt2,,Space Invaders Part II (Taito),1979,Taito
invaddlx,invadpt2,Space Invaders Deluxe,1980,Midway
moonbase,invadpt2,Moon Base,1978,Nichibutsu
indianbt,,Indian Battle,1980,Taito
earthinv,invaders,Super Earth Invasion,1980,bootleg
spaceatt,invaders,Space Attack,1978,Video Games GMBH
spaceat2,invaders,Space Attack II,1980,Zenitone-Microsec Ltd
sinvzen,invaders,Super Invaders (Zenitone-Microsec),19??,Zenitone-Microsec Ltd
superinv,invaders,Super Invaders,19??,bootleg
sstrangr,,Space Stranger,1978,"Yachiyo Electronics, Ltd."
sstrngr2,,Space Stranger 2,1979,"Yachiyo Electronics, Ltd."
sinvemag,invaders,Super Invaders (EMAG),19??,bootleg
jspecter,invaders,Jatre Specter (set 1),1979,Jatre
jspectr2,invaders,Jatre Specter (set 2),1979,Jatre
invrvnge,,Invader's Revenge,19??,Zenitone Microsec Ltd.
invrvnga,invrvnge,Invader's Revenge (Dutchford),19??,Zenitone Microsec Ltd. (Dutchford license)
galxwars,,Galaxy Wars (Universal set 1),1979,Universal
galxwar2,galxwars,Galaxy Wars (Universal set 2),1979,Universal
galxwart,galxwars,Galaxy Wars (Taito[Q]),1979,Taito?
starw,galxwars,Star Wars,1979,bootleg
lrescue,,Lunar Rescue,1979,Taito
grescue,lrescue,Galaxy Rescue,1979,Taito (Universal license?)
desterth,lrescue,Destination Earth,1979,bootleg
cosmicmo,,Cosmic Monsters,1979,Universal
cosmicm2,,Cosmic Monsters II,1979,Universal
rollingc,,Rolling Crash / Moon Base,1979,Nichibutsu
ozmawars,,Ozma Wars (set 1),1979,SNK
ozmawar2,ozmawars,Ozma Wars (set 2),1979,SNK
solfight,ozmawars,Solar Fight,1979,bootleg
spaceph,ozmawars,Space Phantoms,1979,Zilec Games
schaser,,Space Chaser,1979,Taito
schasrcv,schaser,Space Chaser (CV version),1979,Taito
lupin3,,Lupin III,1980,Taito
spclaser,,Space Laser,1980,GamePlan (Taito)
laser,spclaser,Laser,1980,&lt;unknown&gt;
spcewarl,spclaser,Space War (Leijac),1979,Leijac (Konami)
polaris,,Polaris (set 1),1980,Taito
polarisa,polaris,Polaris (set 2),1980,Taito
ballbomb,,Balloon Bomber,1980,Taito
steelwkr,,Steel Worker,1980,Taito
m79amb,,M79 Ambush,1977,RamTek
alieninv,invaders,Alien Invasion Part II,19??,bootleg
tst_invd,invaders,Space Invaders Test ROM,19??,Test ROM
