name,cloneof,description,year,manufacturer
semibase,,MuHanSeungBu (SemiCom Baseball) (Korea),1997,SemiCom
nmg5,,Multi 5 / New Multi Game 5 (set 1),1998,Yun Sung
nmg5a,nmg5,Multi 5 / New Multi Game 5 (set 2),1997,Yun Sung
nmg5e,nmg5,"Multi 5 / New Multi Game 5 (set 3, earlier)",1997,Yun Sung
multchmpk,multchmp,"Multi Champ (Korea, older)",1999,ESD
multchmp,,Multi Champ (World),1999,ESD
multchmpa,multchmp,"Multi Champ (World, older)",1999,ESD
mchampdx,,"Multi Champ Deluxe (ver. 0106, 06/01/2000)",2000,ESD
mchampdxa,mchampdx,"Multi Champ Deluxe (ver. 1126, 26/11/1999)",1999,ESD
multi96,twinadv,Multi Game '96 (Italy),1996,Barko Corp
mltiwars,uniwars,Multi Wars (bootleg of UniWar S),1980,bootleg (Gayton Games)
mnchmobl,joyfulr,Munch Mobile (US),1983,SNK (Centuri license)
mbomberj,slammast,Muscle Bomber - the body explosion (930713 Japan),1993,Capcom
mbombrdj,mbombrd,Muscle Bomber Duo - heat up warriors (931206 Japan),1993,Capcom
mbombrd,,Muscle Bomber Duo - ultimate team battle (931206 World),1993,Capcom
mushisamb,mushisam,Mushihime-Sama (2004/10/12 MASTER VER),2004,Cave (AMI license)
mushisama,mushisam,Mushihime-Sama (2004/10/12 MASTER VER.),2004,Cave (AMI license)
mushisam,,Mushihime-Sama (2004/10/12.MASTER VER.),2004,Cave (AMI license)
futariblj,futaribl,Mushihime-Sama Futari Black Label (2007/12/11 BLACK LABEL VER),2007,Cave (AMI license)
futaribl,,Mushihime-Sama Futari Black Label - Another Ver (2009/11/27 INTERNATIONAL BL),2007,Cave (AMI license)
futari10,futari15,Mushihime-Sama Futari Ver 1.0 (2006/10/23 MASTER VER.),2006,Cave (AMI license)
futari15a,futari15,Mushihime-Sama Futari Ver 1.5 (2006/12/8 MASTER VER 1.54),2006,Cave (AMI license)
futari15,,Mushihime-Sama Futari Ver 1.5 (2006/12/8.MASTER VER. 1.54.),2006,Cave (AMI license)
musicbal,,Music Ball,1988,Tecfri / Desystem S.A.
shoottv,,Must Shoot TV (prototype),199?,Incredible Technologies
mustachei,mustache,Mustache Boy (Italy),1987,Seibu Kaihatsu (IG SPA licence)
mustache,,Mustache Boy (Japan),1987,Seibu Kaihatsu (March license)
alibabab,alibaba,Mustafa and 40 Thieves (bootleg),1982,bootleg
mutantf2,mutantf,Mutant Fighter (World ver EM-2),1991,Data East Corporation
mutantf3,mutantf,Mutant Fighter (World ver EM-3),1991,Data East Corporation
mutantf4,mutantf,Mutant Fighter (World ver EM-4),1991,Data East Corporation
mutantf,,Mutant Fighter (World ver EM-5),1991,Data East Corporation
mnightj,mnight,Mutant Night (Japan),1987,UPL (Kawakus license)
mnight,,Mutant Night,1987,UPL
mutnat,,Mutation Nation (NGM-014)(NGH-014),1992,SNK
mvpjd,mvp,"MVP (set 1, Japan, FD1094 317-0142 decrypted)",1989,Sega
mvpj,mvp,"MVP (set 1, Japan, FD1094 317-0142)",1989,Sega
mvpd,mvp,"MVP (set 2, US, FD1094 317-0143 decrypted)",1989,Sega
mvp,,"MVP (set 2, US, FD1094 317-0143)",1989,Sega
mx5000,,MX5000,1987,Konami
myherobl,myhero,"My Hero (bootleg, 315-5132 encryption)",1985,bootleg
myherok,myhero,My Hero (Korea),1985,Coreland / Sega
myhero,,"My Hero (US, not encrypted)",1985,Sega
mystston,,Mysterious Stones - Dr. John's Adventure,1984,Technos
myststonoi,mystston,Mysterious Stones - Dr. Kick in Adventure (Itisa PCB),1984,Technos
myststono,mystston,Mysterious Stones - Dr. Kick in Adventure,1984,Technos
mysticrib,mysticri,Mystic Riders (bootleg?),1992,Irem
mysticri,,Mystic Riders (World),1992,Irem
mystwarraa,mystwarr,Mystic Warriors (ver AAA),1993,Konami
mystwarra,mystwarr,Mystic Warriors (ver AAB),1993,Konami
mystwarr,,Mystic Warriors (ver EAA),1993,Konami
mystwarrj,mystwarr,Mystic Warriors (ver JAA),1993,Konami
mystwarru,mystwarr,Mystic Warriors (ver UAA),1993,Konami
nsub,,N-Sub (upright),1980,Sega
nycaptor,,N.Y. Captor,1985,Taito
nam1975,,NAM-1975 (NGM-001)(NGH-001),1990,SNK
namenayo,,Namennayo (Japan),1982,Cat's
naname,,Naname de Magic!,1994,Atlus
narc1,narc,Narc (rev 1.80),1988,Williams
narc2,narc,Narc (rev 2.00),1988,Williams
narc3,narc,Narc (rev 3.20),1988,Williams
narc4,narc,Narc (rev 4.00),1988,Williams
narc6,narc,Narc (rev 6.00),1988,Williams
narc,,Narc (rev 7.00),1988,Williams
nastar,,Nastar (World),1988,Taito Corporation Japan
nastarw,nastar,Nastar Warrior (US),1988,Taito America Corporation
natodefa,natodef,NATO Defense (alternate mazes),1982,Pacific Novelty
natodef,,NATO Defense,1982,Pacific Novelty
naughtyba,naughtyb,"Naughty Boy (bootleg, set 1)",1982,bootleg
naughtybb,naughtyb,"Naughty Boy (bootleg, set 2)",1982,bootleg
naughtybc,naughtyb,Naughty Boy (Cinematronics),1982,Jaleco (Cinematronics license)
naughtyb,,Naughty Boy,1982,Jaleco
nmouse,,Naughty Mouse (set 1),1981,Amenip (Palcom Queen River)
nmouseb,nmouse,Naughty Mouse (set 2),1981,Amenip Nova Games Ltd.
navarone,,Navarone,1980,Namco
nbahangtl11,nbahangt,NBA Hangtime (ver L1.1 4/16/96),1996,Midway
nbahangtl12,nbahangt,NBA Hangtime (ver L1.2 8/29/96),1996,Midway
nbahangt,,NBA Hangtime (ver L1.3 10/10/96),1996,Midway
nbahangtm11,nbahangt,NBA Hangtime (ver M1.1 4/16/96),1996,Midway
nbahangtm12,nbahangt,NBA Hangtime (ver M1.2 8/29/96),1996,Midway
nbahangtm13,nbahangt,NBA Hangtime (ver M1.3 10/10/96),1996,Midway
nbajamr1,nbajam,NBA Jam (rev 1.00 2/1/93),1993,Midway
nbajamr2,nbajam,NBA Jam (rev 2.00 2/10/93),1993,Midway
nbajam,,NBA Jam (rev 3.01 4/07/93),1993,Midway
nbajamten,nbajamte,"NBA Jam T.E. Nani Edition (rev 5.2 8/11/95, prototype)",1995,Midway
nbajamte1,nbajamte,NBA Jam TE (rev 1.0 1/17/94),1994,Midway
nbajamte2a,nbajamte,NBA Jam TE (rev 2.0 1/28/94),1994,Midway
nbajamte2,nbajamte,NBA Jam TE (rev 2.1 2/06/94),1994,Midway
nbajamte3a,nbajamte,NBA Jam TE (rev 3.0 2/26/94),1994,Midway
nbajamte3,nbajamte,NBA Jam TE (rev 3.0 3/04/94),1994,Midway
nbajamte4,nbajamte,NBA Jam TE (rev 4.0 3/03/94),1994,Midway
nbajamte,,NBA Jam TE (rev 4.0 3/23/94),1994,Midway
nbamhtp,nbamht,NBA Maximum Hangtime (ver L0.9 10/30/96),1996,Midway
nbamhtl10,nbamht,NBA Maximum Hangtime (ver L1.0 11/08/96),1996,Midway
nbamht,,NBA Maximum Hangtime (ver L1.03 06/09/97),1996,Midway
nbamhtm10,nbamht,NBA Maximum Hangtime (ver M1.0 11/08/96),1996,Midway
nebulrayj,nebulray,"Nebulas Ray (Japan, NR1)",1994,Namco
nebulray,,"Nebulas Ray (World, NR2)",1994,Namco
nebulbee,galaga,Nebulous Bee,1981,bootleg
kuniokunb,renegade,Nekketsu Kouha Kunio-kun (Japan bootleg),1986,bootleg
kuniokun,renegade,Nekketsu Kouha Kunio-kun (Japan),1986,Technos
nkdodge,spdodgeb,Nekketsu Koukou Dodgeball Bu (Japan),1987,Technos Japan
nkdodgeb,spdodgeb,"Nekketsu Koukou Dodgeball Bu (Japan, bootleg)",1987,bootleg
nemesis,,Nemesis (ROM version),1985,Konami
nemesisuk,nemesis,"Nemesis (World?, ROM version)",1985,Konami
nemor1,nemo,Nemo (90 11 09 etc),1990,Capcom
nemoj,nemo,Nemo (90 11 20 Japan),1990,Capcom
nemo,,Nemo (90 11 30 etc),1990,Capcom
neo2500,,Neo 2500 Demo,2004,blastar@gmx.net
nblktiger,,Neo Black Tiger (Demo),2020,OzzyOuzo
neobombe,,Neo Bomberman,1997,Hudson
neocstlv,,Neo CastleVania Demo,2004,Barf/BarfHappy
neodrift,,Neo Drift Out - New Technology,1996,Visco
neocdz,,Neo Geo CDZ system,1996,SNK
neomrdo,,Neo Mr. Do!,1996,Visco
neonopon,,Neo No Panepon (beta),????,blastar@gmx.net
neopang,,Neo Pang,2010,CeL
neoponga,neopong,Neo Pong (ver 1.0),2002,Neo Dev Corporation
neopong,,Neo Pong (ver 1.1),2002,Neo Dev Corporation
nsmb,,"Neo Super Mario Bros (Demo, v0.01)",2020,OzzyOuzo
syscheck,,Neo System Check (ver 1.0b),????,blastar@gmx.net
neothndr,,Neo Thunder,2012,Sebastian Mihai
turfmast,,Neo Turf Masters / Big Tournament Golf,1996,Nazca
neocup98,,Neo-Geo Cup '98 - The Road to the Victory,1998,SNK
neotet,,NeoGeo 2-Player Tetris,2013,Crim/Stephen
neo3ddmo,,NeoGeo 3D! Demo,2012,Oxygene
neotris,,"NeoTRIS (Free Beta 2, Ver. 202009)",2020,Chipsonsteroids
netwars,,Net Wars,1983,Orca (Esco Trading Co license)
quiztou,,Nettou! Gekitou! Quiztou!! (Japan),1993,Namco
newapunk,bbmanw,New Atomic Punk - Global Quest (US),1992,Irem America
newxpang,,New Cross Pang,1999,F2 System
newfanta,newfant,New Fantasia (1994 copyright),1995,Comad / New Japan System
newfant,,New Fantasia (1995 copyright),1995,Comad / New Japan System
nhidctch,,New Hidden Catch (World) / New Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.02),1999,Eolith
3in1semi,,New HyperMan (3-in-1 with Cookie &amp; Bibi &amp; HyperMan) (set 1),1997,SemiCom / XESS
3in1semia,3in1semi,New HyperMan (3-in-1 with Cookie &amp; Bibi &amp; HyperMan) (set 2),1997,SemiCom / XESS
newpuckx,puckman,New Puck-X,1980,hack
nrallyx,,New Rally X,1981,Namco
newsin7,,New Sinbad 7,1983,"ATW USA, Inc."
newtangl,troangel,New Tropical Angel,1983,Irem
nzeroteam,zeroteam,New Zero Team (V33 SYSTEM TYPE_B hardware),1997,Seibu Kaihatsu
nzeroteama,zeroteam,"New Zero Team (V33 SYSTEM TYPE_B hardware, China?)",1997,Seibu Kaihatsu (Haoyunlai Trading Company license)
newpuc2b,puckman,Newpuc2b,1980,hack
newpuc2,puckman,Newpuc2,1980,hack
news,,News (set 1),1993,Poby / Virus
newsa,news,News (set 2),1993,Poby / Jeansole
nextfase,phoenix,Next Fase (bootleg of Phoenix),1980,bootleg (Petaco S.A.)
ngem2k,,NGEM2K (beta 2006-01-18),2006,homebrew
ngftdemo,,NGF Transparency Demo,2012,CeL
nibblero,nibbler,Nibbler (Olympia - rev 8),1983,Rock-Ola (Olympia license)
nibblerp,nibbler,Nibbler (Pioneer Balloon conversion - rev 6),1982,Rock-Ola
nibbler6,nibbler,Nibbler (rev 6),1982,Rock-Ola
nibbler7,nibbler,Nibbler (rev 7),1982,Rock-Ola
nibbler8,nibbler,Nibbler (rev 8),1982,Rock-Ola
nibbler,,Nibbler (rev 9),1982,Rock-Ola
nibblera,nibbler,"Nibbler (rev 9, alternate set)",1982,Rock-Ola
nitedrvr,,Night Driver,1976,Atari
nslasherj,nslasher,"Night Slashers (Japan Rev 1.2, DE-0397-0 PCB)",1994,Data East Corporation
nslasher,,"Night Slashers (Korea Rev 1.3, DE-0397-0 PCB)",1994,Data East Corporation
nslashers,nslasher,"Night Slashers (Over Sea Rev 1.2, DE-0397-0 PCB)",1994,Data East Corporation
nslasheru,nslasher,"Night Slashers (US Rev 1.2, DE-0395-1 PCB)",1994,Data East Corporation
cnightst,,Night Star (DECO Cassette) (US) (set 1),1983,Data East Corporation
cnightst2,cnightst,Night Star (DECO Cassette) (US) (set 2),1983,Data East Corporation
nightstrj,nightstr,Night Striker (Japan),1989,Taito Corporation
nightstru,nightstr,Night Striker (US),1989,Taito America Corporation
nightstr,,Night Striker (World),1989,Taito Corporation Japan
nwarra,nwarr,Night Warriors - darkstalkers' revenge (950302 Asia),1995,Capcom
nwarr,,Night Warriors - darkstalkers' revenge (950316 Euro),1995,Capcom
nwarrb,nwarr,Night Warriors - darkstalkers' revenge (950403 Brazil),1995,Capcom
nwarrh,nwarr,Night Warriors - darkstalkers' revenge (950403 Hispanic),1995,Capcom
nwarrud,nwarr,Night Warriors - darkstalkers' revenge (950406 USA Phoenix Edition),1995,bootleg
nwarru,nwarr,Night Warriors - darkstalkers' revenge (950406 USA),1995,Capcom
nitdbl,nitd,Nightmare in the Dark (bootleg),2001,bootleg
nitd,,Nightmare in the Dark,2000,Eleven / Gavaking
ninja,seganinj,Ninja (315-5102),1985,Sega
nbbatmano,nbbatman,"Ninja Baseball Batman (One Key Edition, Hack)",2020-09-06,Hack
nbbatmanu,nbbatman,Ninja Baseball Batman (US),1993,Irem America
nbbatman,,Ninja Baseball Batman (World),1993,Irem
ncombath,ncombat,Ninja Combat (NGH-009),1990,Alpha Denshi Co.
ncombat,,Ninja Combat (NGM-009),1990,Alpha Denshi Co.
ncommand,,Ninja Commando,1992,Alpha Denshi Co.
ninjemak,,Ninja Emaki (US),1986,Nichibutsu
gaiden,shadoww,Ninja Gaiden (US),1988,Tecmo
kazan,,Ninja Kazan (World),1988,Jaleco
ninjamasha,ninjamas,Ninja Master's - haoh-ninpo-cho (Plus),1996,007325
ninjamas,,Ninja Master's - haoh-ninpo-cho,1996,ADK / SNK
nprinces,seganinj,"Ninja Princess (315-5051, 64k Ver. bootleg?)",1985,bootleg?
nprincesb,seganinj,"Ninja Princess (315-5051?, 128k Ver. bootleg?)",1985,bootleg?
nprinceso,seganinj,"Ninja Princess (315-5098, 128k Ver.)",1985,Sega
nprincesu,seganinj,Ninja Princess (64k Ver. not encrypted),1985,Sega
ryukendn,shadoww,"Ninja Ryukenden (Japan, set 1)",1989,Tecmo
ryukendna,shadoww,"Ninja Ryukenden (Japan, set 2)",1989,Tecmo
nspirit,,Ninja Spirit (World),1988,Irem
ninjakd2,,Ninja-Kid II / NinjaKun Ashura no Shou (set 1),1987,UPL
ninjakd2a,ninjakd2,"Ninja-Kid II / NinjaKun Ashura no Shou (set 2, bootleg?)",1987,UPL
ninjakd2b,ninjakd2,"Ninja-Kid II / NinjaKun Ashura no Shou (set 3, bootleg?)",1987,UPL
ninjakd2c,ninjakd2,Ninja-Kid II / NinjaKun Ashura no Shou (set 4),1987,UPL
ninjakun,,Ninjakun Majou no Bouken,1984,UPL (Taito license)
nitrobal,,"Nitro Ball (World, set 1)",1992,Data East Corporation
nitrobala,nitrobal,"Nitro Ball (World, set 2)",1992,Data East Corporation
nitrobalb,nitrobal,"Nitro Ball (World, set 3)",1992,Data East Corporation
nob,,Noboranka (Japan),1986,Data East Corporation
nobb,nob,"Noboranka (Japan, bootleg)",1986,bootleg
nostj,nost,Nostradamus (Japan),1993,Face
nostk,nost,Nostradamus (Korea),1993,Face
nost,,Nostradamus,1993,Face
nostromo,,Nostromo,198?,bootleg
nouryokup,nouryoku,Nouryoku Koujou Iinkai (prototype),1995,Tecmo
nouryoku,,Nouryoku Koujou Iinkai,1995,Tecmo
nova2001,,Nova 2001 (Japan),1983,UPL
nova2001h,nova2001,"Nova 2001 (Japan, hack?)",1983,UPL
nova2001u,nova2001,Nova 2001 (US),1983,UPL (Universal license)
numanathj,numanath,Numan Athletics (Japan),1993,Namco
numanath,,Numan Athletics (World),1993,Namco
nunchaku,ladymstr,Nunchackun,1985,Kaneko / Taito
nyanpani,kittenk,Nyan Nyan Panic (Japan),1988,Konami
cocean1a,,"Ocean to Ocean (Medal) (DECO Cassette MD) (No.10/Ver.1,Japan)",1981,Data East Corporation
cocean6b,cocean1a,"Ocean to Ocean (Medal) (DECO Cassette MD) (No.10/Ver.6,US)",1981,Data East Corporation
oedfighta,bloodwar,"Oedo Fight (Japan, Bloodless version)",1994,Kaneko
oedfight,bloodwar,"Oedo Fight (Japan, Bloodshed version)",1994,Kaneko
offensiv,scramble,Offensive (Spanish bootleg of Scramble),1981,bootleg (Video Dens)
ohmygod,,Oh My God!,1993,Atlus
oisipuzl,,Oishii Puzzle Ha Irimasenka,1993,Sunsoft / Atlus
olibug,jumpbug,Oli Bug (Jump Bug bootleg),1982,bootleg
olibochu,,Oli-Boo-Chu,1981,Irem / GDI
omegab,theend,Omega (bootleg?),19??,bootleg?
omegaa,omega,Omega (earlier),1986,Nihon System
omegafs,omegaf,Omega Fighter Special,1989,UPL
omegaf,,Omega Fighter,1989,UPL
omegrace,,Omega Race (set 1),1981,Midway
omegrace2,omegrace,Omega Race (set 2),1981,Midway
omega,,Omega,1986,Nihon System
omni,pisces,Omni,1982,bootleg (Videa System)
onetwoe,onetwo,One + Two (earlier),1997,Barko
onetwo,,One + Two,1997,Barko
oneshot,,One Shot One Kill,1996,Promat
nmaster,metmqstr,Oni - The Ninja Master (Japan),1995,Banpresto / Pandorabox
onna34roa,onna34ro,Onna Sansirou - Typhoon Gal (bootleg),1985,Taito
onna34ro,,Onna Sansirou - Typhoon Gal,1985,Taito
ooparts,,"OOPArts (prototype, joystick hack)",1992,hack
coozumou,,Oozumou - The Grand Sumo (DECO Cassette) (Japan),1984,Data East Corporation
opaopa,,"Opa Opa (MC-8123, 317-0042)",1987,Sega
opaopan,opaopa,"Opa Opa (Rev A, unprotected)",1987,Sega
opwolfb,opwolf,Operation Bear,1987,bootleg
othunderj,othunder,Operation Thunderbolt (Japan),1988,Taito Corporation
othunderjsc,othunder,"Operation Thunderbolt (Japan, SC)",1988,Taito Corporation
othunderuo,othunder,Operation Thunderbolt (US),1988,Taito America Corporation
othunderu,othunder,"Operation Thunderbolt (US, rev 1)",1988,Taito America Corporation
othundero,othunder,Operation Thunderbolt (World),1988,Taito Corporation Japan
othunder,,"Operation Thunderbolt (World, rev 1)",1988,Taito Corporation Japan
opwolfj,opwolf,Operation Wolf (Japan),1987,Taito Corporation
opwolfjsc,opwolf,"Operation Wolf (Japan, SC)",1987,Taito Corporation
opwolfu,opwolf,Operation Wolf (US),1987,Taito America Corporation
opwolf,,"Operation Wolf (World, set 1)",1987,Taito Corporation Japan
opwolfa,opwolf,"Operation Wolf (World, set 2)",1987,Taito Corporation Japan
opwolf3j,opwolf3,Operation Wolf 3 (Japan),1994,Taito Corporation
opwolf3u,opwolf3,Operation Wolf 3 (US),1994,Taito America Corporation
opwolf3,,Operation Wolf 3 (World),1994,Taito Corporation Japan
orbitron,,Orbitron,19??,Signatron USA
orbs,,Orbs (10/7/94 prototype?),1994,American Sammy
ordynej,ordyne,Ordyne (Japan),1988,Namco
ordyneje,ordyne,"Ordyne (Japan, English Version)",1988,Namco
ordyne,,Ordyne (World),1988,Namco
orlegend105k,orlegend,"Oriental Legend (V105, Korea)",1997,IGS
orlegend105t,orlegend,"Oriental Legend (V105, Taiwan)",1997,IGS
orlegend111c,orlegend,"Oriental Legend - Xi Yo Gi Shi Re Zuang (V111, China)",1997,IGS
orlegend111k,orlegend,"Oriental Legend - Xi Yo Gi Shi Re Zuang (V111, Korea)",1997,IGS
orlegend111t,orlegend,"Oriental Legend - Xi Yo Gi Shi Re Zuang (V111, Taiwan)",1997,IGS
orlegendca,orlegend,"Oriental Legend - Xi Yo Gi Shi Re Zuang (V112 alt, China)",1997,IGS
orlegendc,orlegend,"Oriental Legend - Xi Yo Gi Shi Re Zuang (V112, China)",1997,IGS
orlegende,orlegend,"Oriental Legend - Xi Yo Gi Shi Re Zuang (V112, set 1)",1997,IGS
orlegendea,orlegend,"Oriental Legend - Xi Yo Gi Shi Re Zuang (V112, set 2)",1997,IGS
orlegend,,Oriental Legend - Xi Yo Gi Shi Re Zuang (V126),1997,IGS
oldsplus203,oldsplus,"Oriental Legend 2 (Korea) / Xi You Shi E Zhuan Super Plus (World, China, Japan, Hong Kong, Taiwan) (V203)",2004,IGS
oldsplus,,"Oriental Legend 2 (Korea) / Xi You Shi E Zhuan Super Plus (World, China, Japan, Hong Kong, Taiwan) (V205)",2004,IGS
oldsplusok,oldsplus,"Oriental Legend 2 (One Key Edition, Hack)",2021,Hack
oldsdsgl,olds,Oriental Legend Special - Da Sheng Gui Lai (Hack),2020,Hack
oldsmx,olds,Oriental Legend Special - Meng Xun Ling Shan (Hack),2020,Hack
olds100a,olds,"Oriental Legend Special - Xi Yo Gi Shi Re Zuang Super (V100 alt, China)",1998,IGS
olds100,olds,"Oriental Legend Special - Xi Yo Gi Shi Re Zuang Super (V100, China)",1998,IGS
olds103t,olds,"Oriental Legend Special - Xi Yo Gi Shi Re Zuang Super (V103, China, Tencent) (unprotected)",2003,IGS
olds,,"Oriental Legend Super (V101, Korea)",1999,IGS
zerofxz,olds,Oriental Legend ZERO (Hack),2019,Hack
orius,xexex,Orius (ver UAA),1991,Konami
osman,,Osman (World),1996,Mitchell
ottopz,mspacman,Otto Project PZ (hack),2014,Scott Lawrence
outrunb,outrun,Out Run (bootleg),1986,bootleg
outrundxa,outrun,Out Run (deluxe sitdown earlier version),1986,Sega
outrundxeha,outrun,Out Run (deluxe sitdown) (Enhanced Edition v1.0.3),2013,hack (Chris White)
outrundxeh,outrun,Out Run (deluxe sitdown) (Enhanced Edition v2.0.3),2013,hack (Chris White)
outrundx,outrun,Out Run (deluxe sitdown),1986,Sega
outrundxj,outrun,"Out Run (Japan, deluxe sitdown, FD1089A 317-0019)",1986,Sega
outrunra,outrun,"Out Run (sitdown/upright, Rev A)",1986,Sega
outruneha,outrun,"Out Run (sitdown/upright, Rev B) (Enhanced Edition v1.1.0)",2017,hack (Chris White)
outrunehb,outrun,"Out Run (sitdown/upright, Rev B) (Enhanced Edition v2.0.2)",2017,hack (Chris White)
outruneh,outrun,"Out Run (sitdown/upright, Rev B) (Enhanced Edition v2.0.3)",2017,hack (Chris White)
outrun,,"Out Run (sitdown/upright, Rev B)",1986,Sega
outzoneh,outzone,Out Zone (harder),1990,Toaplan
outzonea,outzone,Out Zone (old set),1990,Toaplan
outzoneb,outzone,Out Zone (older set),1990,Toaplan
outzonec,outzone,Out Zone (oldest set),1990,Toaplan
outzonecv,outzone,Out Zone (Zero Wing TP-015 PCB conversion),1990,Toaplan
outzone,,Out Zone,1990,Toaplan
orunnersj,orunners,OutRunners (Japan),1992,Sega
orunnersu,orunners,OutRunners (US),1992,Sega
orunners,,OutRunners (World),1992,Sega
overtop,,Over Top,1996,ADK
ozmawars,,Ozma Wars (set 1),1979,SNK
ozmawars2,ozmawars,Ozma Wars (set 2),1979,SNK
ozon1,,Ozon I,1983,Proma
p47j,p47,P-47 - The Freedom Fighter (Japan),1988,Jaleco
p47je,p47,"P-47 - The Freedom Fighter (Japan, Export)",1988,Jaleco
p47,,P-47 - The Phantom Fighter (World),1988,Jaleco
p47acesa,p47aces,P-47 Aces (ver 1.0),1995,Jaleco
p47aces,,P-47 Aces (ver 1.1),1995,Jaleco
pgemeni,,P-GeMeni (060123),2006,blastar@gmx.net
pow,,P.O.W. - Prisoners of War (US version 1),1988,SNK
powa,pow,"P.O.W. - Prisoners of War (US version 1, mask ROM sprites )",1988,SNK
pacnpal2,pacnpal,Pac &amp; Pal (older),1983,Namco
pacnpal,,Pac &amp; Pal,1983,Namco
pacmanfm,puckman,Pac Man (FAMARE S.A. bootleg of Puck Man),1980,bootleg (FAMARE S.A.)
pacmanug,puckman,Pac Man (U.G. bootleg of Puck Man),1980,bootleg (U.G.)
pacminer,puckman,Pac Manic Miner Man,2012,Jim Bagley
pacgal,mspacman,Pac-Gal,1981,hack
paclandm2,pacland,Pac-Land (Bally-Midway),1984,Namco (Bally Midway license)
paclandj,pacland,Pac-Land (Japan new),1984,Namco
paclandjo,pacland,Pac-Land (Japan old),1984,Namco
paclandjo2,pacland,Pac-Land (Japan older),1984,Namco
paclandm,pacland,Pac-Land (Midway),1984,Namco (Bally Midway license)
pacland,,Pac-Land (World),1984,Namco
pacnchmp,pacnpal,Pac-Man &amp; Chomp Chomp,1983,Namco
pacmanbl,puckman,"Pac-Man (bootleg on Galaxian hardware, set 1)",1981,bootleg
pacmanbla,puckman,"Pac-Man (bootleg on Galaxian hardware, set 2)",1981,bootleg
pacmanvg,puckman,"Pac-Man (bootleg, Video Game SA)",1980,bootleg (Video Game SA)
pacmanblc,puckman,"Pac-Man (Calfesa, Spanish bootleg on Galaxian hardware)",1981,bootleg (Calfesa)
pacheart,puckman,Pac-Man (Hearts),1981,hack
pacman,puckman,Pac-Man (Midway),1980,Namco (Midway license)
pacmod,puckman,"Pac-Man (Midway, harder)",1981,[Namco] (Midway license)
pacmanf,puckman,"Pac-Man (Midway, with speedup hack)",1980,Namco (Midway license)
pacmanso,puckman,Pac-Man (SegaSA / Sonic),1980,Namco (Sonic license)
pacmanblv,puckman,"Pac-Man (Video Dens, Spanish bootleg on Galaxian hardware)",1981,bootleg (Video Dens)
25pacmano,25pacman,Pac-Man - 25th Anniversary Edition (Rev 2.00),2005,Namco / Cosmodog
25pacman,,Pac-Man - 25th Anniversary Edition (Rev 3.00),2006,Namco / Cosmodog
pacplus,,Pac-Man Plus,1982,[Namco] (Midway license)
pacmaniao,pacmania,Pac-Mania (111187 sound program),1987,Namco
pacmaniaj,pacmania,Pac-Mania (Japan),1987,Namco
pacmania,,Pac-Mania,1987,Namco
sxyreact,,Pachinko Sexy Reaction (Japan),1998,Sammy
sxyreac2,,Pachinko Sexy Reaction 2 (Japan),1999,Sammy
packbang,,Pack'n Bang Bang (Prototype),1994,Kaneko
packetman,puckman,Packetman (bootleg),1980,bootleg
clubpacm,,Pacman Club / Club Lambada (Argentina),1989,Miky SRL
pacuman,puckman,Pacu-Man (Spanish bootleg of Puck Man),1980,bootleg (Recreativos Franco S.A.)
paddle2,arkanoid,Paddle 2 (bootleg on Block hardware),1986,bootleg
paddlema,,Paddle Mania,1988,SNK
samsho4k,samsho4,Pae Wang Jeon Seol / Legend of a Warrior (Korean censored Samurai Shodown IV),1996,SNK
paintrlr,crush,Paint Roller (bootleg of Crush Roller),1981,bootleg
painter,crush,Painter (hack of Crush Roller),1981,hack (Monshine Ent. Co.)
pairsa,pairs,"Pairs (V1, 09/07/94)",1994,Strata/Incredible Technologies
pairs,,"Pairs (V1.2, 09/30/94)",1994,Strata/Incredible Technologies
pairlove,,Pairs Love,1991,Athena
pairsred,,"Pairs Redemption (V1.0, 10/25/94)",1994,Strata/Incredible Technologies
pajaroes,uniwars,Pajaro del Espacio (Spanish bootleg of UniWar S),1980,bootleg (PSV S.A.)
palamedj,palamed,Palamedes (Japan),1990,Taito Corporation
palamed,,Palamedes (US),1990,"Hot-B Co., Ltd."
pandoras,,Pandora's Palace,1984,Konami / Interlogic
pangb,pang,"Pang (bootleg, set 1)",1989,bootleg
pangbold,pang,"Pang (bootleg, set 2)",1989,bootleg
pangb2,pang,"Pang (bootleg, set 4)",1989,bootleg
pangbold2,pang,"Pang (bootleg, set 5)",1990,bootleg
pangbold3,pang,"Pang (bootleg, set 6)",1989,bootleg
pang,,Pang (World),1989,Mitchell
pangpang,,Pang Pang,1994,Dong Gue La Mi Ltd.
pangpomsm,pangpoms,Pang Pom's (Mitchell),1992,Metro (Mitchell license)
pangpomsn,pangpoms,Pang Pom's (Nova),1992,Nova
pangpoms,,Pang Pom's,1992,Metro
pang3r1,pang3,Pang! 3 (950511 Euro),1995,Mitchell
pang3r1a,pang3,"Pang! 3 (950511 Euro, alt)",1995,Mitchell
pang3,,Pang! 3 (950601 Euro),1995,Mitchell
pang3b,pang3,"Pang! 3 (bootleg set 1, 950511 Euro)",1995,Mitchell
pang3b2,pang3,"Pang! 3 (bootleg set 2, 950601 Euro)",1995,Mitchell
pang3b3,pang3,"Pang! 3 (bootleg set 3, 950511 Euro)",1995,Mitchell
